"year","country","population_density","urban_population_growth","population_living_in_slums","rural_population_growth","people_using_safely_managed_sanitation_services_rural","people_using_at_least_basic_sanitation_services","che_gdp","ope_che","malaria_incidence_rate","log_malaria_incidence","lag1_malaria","lag2_malaria","lag3_malaria"
2000,"Niger",-0.876371193375444,-0.239633605493807,0.194828776988602,1.01057485746404,-0.755759201940937,-1.2473660765903,0.995661023187022,-0.073714452118836,359.2,5.88665943274186,NA,NA,NA
2000,"Nigeria",1.03078613913865,0.387354741491374,0.493321487984757,-0.472738118508338,1.71462453672574,0.425002034001949,-0.734500572448611,-0.104722443449895,401.8,5.99844016084441,NA,NA,NA
2000,"Cameroon",-0.546043615389464,-0.308483249104183,-0.148043492617953,-0.781076586532755,0.0986525478701803,1.19154373328124,0.542799934396487,1.56514908970214,392.4,5.97482690595496,NA,NA,NA
2000,"Chad",-0.910585063136193,-1.19149959876748,1.77527977110786,1.05818769210831,-0.232302502468136,-0.936835222107434,0.206057073500961,-0.464050342992168,270.9,5.60543435163842,NA,NA,NA
2000,"Benin",-0.0681142186410778,-0.42391782890995,0.328892439570562,0.220512652918296,-0.848611744578782,-1.01771874112565,-1.01318431939663,-0.583522309591248,412.5,6.02465751446375,NA,NA,NA
2001,"Niger",-0.871599134629864,-0.281768151969925,0.194828776988602,1.06182589891778,-0.724619298133671,-1.20966237045131,1.07694378271353,-0.0810104500790851,350.7,5.86277853947994,359.2,NA,NA
2001,"Nigeria",1.08698181478526,2.55800302310453,0.493321487984757,-0.883702022661567,1.7061912144358,0.427924276399258,-0.746112395238112,-0.0509144584930573,394.5,5.98015078720771,401.8,NA,NA
2001,"Cameroon",-0.53369662210156,-0.374702184446719,-0.148043492617953,-0.797300482623722,0.0986525478701803,1.19405959936751,0.391846238132975,1.25780517562664,422.9,6.04949757835859,392.4,NA,NA
2001,"Chad",-0.907174280783935,-1.41263516996825,1.77527977110786,0.9742382452515,-0.236415868353386,-0.930700954072192,0.0551033772374494,-0.278002395005813,275.4,5.62184909189352,270.9,NA,NA
2001,"Benin",-0.0389017591243188,-0.50567247176413,0.328892439570562,0.197637231688864,-0.842567379230376,-0.988060619014077,-0.618382344553603,-1.11704216043447,428.3,6.06215597523051,412.5,NA,NA
2002,"Niger",-0.866624126644081,-1.4767747062128,0.199082542387219,1.17652109035996,-0.693479394444353,-1.17327169123732,1.19306201060854,-0.153970429681577,327.9,5.79575375319501,350.7,359.2,NA
2002,"Nigeria",1.14526527683046,2.55398615260625,0.309019528348053,-0.890840712780937,1.73136922640469,0.476471862238599,-1.55893999050317,0.341245431870336,381.7,5.94725139243166,394.5,401.8,NA
2002,"Cameroon",-0.520752935733929,-0.265727325507042,-0.38785052557463,-0.75926947657107,0.0986525478701803,1.19683305726993,0.229280719079963,0.809101301071316,432.3,6.07143032874586,422.9,392.4,NA
2002,"Chad",-0.903529475845396,-1.14205421576236,1.69258991667515,1.08327095786622,-0.239738953105142,-0.92455501887228,1.73881768171508,0.31297343977437,241.6,5.49141399650995,275.4,270.9,NA
2002,"Benin",-0.00892591537314716,-0.10428327959434,0.300044002668199,0.0701722421917484,-0.836253947616054,-0.956735671395773,-0.85061880034362,-0.869890229531028,446.5,6.10367653771491,428.3,412.5,NA
2003,"Niger",-0.86142453925443,-1.38159456301241,0.199082542387219,1.20553557033198,-0.662339490755035,-1.13686726362882,1.10016742829253,-0.00531447124149991,298.9,5.70344908575496,327.9,350.7,359.2
2003,"Nigeria",1.2055068270036,2.51931295604289,0.309019528348053,-0.907079882071838,1.75800376418977,0.526542800430023,1.41368664360905,1.04895723401451,382.1,5.9482960517066,381.7,394.5,401.8
2003,"Cameroon",-0.507225156824541,-0.183537441145819,-0.38785052557463,-0.728229878520891,0.0986525478701803,1.21345328927941,0.0783270228164512,0.931309266905489,436.3,6.08061945841887,432.3,422.9,392.4
2003,"Chad",-0.899188886783548,0.189018030949858,1.69258991667515,1.58454323836592,-0.243062037856898,-0.918371565132883,0.240892541869464,-1.26661011861958,238.7,5.47938814144034,241.6,275.4,270.9
2003,"Benin",0.0220690784727938,0.637383177459285,0.300044002668199,-0.109517173643265,-0.829671449853764,-0.923136804046164,-0.827395154764618,-0.878098227236309,465.9,6.14611510197689,446.5,428.3,412.5
2004,"Niger",-0.855980994931297,-1.28912568163801,0.203336307785836,1.24081044662512,-0.632234473895499,-1.10046598480128,1.36723935245105,-0.119314439370393,302.8,5.71636959016167,298.9,327.9,350.7
2004,"Nigeria",1.26774659148387,2.47605585235497,0.124716835177051,-0.92420480382361,1.78495320361921,0.578183247100528,0.925990086450017,0.295645444618779,390.1,5.96896328176147,382.1,381.7,394.5
2004,"Cameroon",-0.493220278615281,-0.162856837858982,-0.627657558531307,-0.725156579132887,0.0986525478701803,1.23022009508163,-0.119073964605064,1.14745320647787,435.3,6.07833008012956,436.3,432.3,422.9
2004,"Chad",-0.894140962526779,1.36945535046728,1.60990006224245,2.03436218667772,-0.246385122608653,-0.912163290885968,0.240892541869464,-0.939202210153396,235.7,5.46679351651994,238.7,241.6,275.4
2004,"Benin",0.0541570434648256,0.647809536767833,0.271196299300136,-0.108859313325051,-0.822819885825558,-0.888663088197271,-0.699665104080109,-1.16081814819596,488.1,6.19256696754531,465.9,446.5,428.3
2005,"Niger",-0.850287781179803,-1.22387287668399,0.203336307785836,1.27280805636168,-0.606463423445873,-1.06294209074481,2.14523147934761,-1.01945818771614,310.5,5.74139933822751,302.8,298.9,327.9
2005,"Nigeria",1.3316948982013,2.38197679571521,0.124716835177051,-0.954349231969016,1.81173894981795,0.631434294820054,0.740200921818002,0.425149408413202,395.9,5.98368435978902,390.1,382.1,381.7
2005,"Cameroon",-0.478781079813438,-0.187282056578941,-0.627657558531307,-0.728218530726474,0.0986525478701803,1.24706923633065,-0.0726266734470603,1.18849319500427,434,6.07534603108868,435.3,436.3,432.3
2005,"Chad",-0.889375063687974,0.278648245095924,1.60990006224245,1.61911486022207,-0.249708207360409,-0.905930267936567,-0.32808677481608,-0.464050342992168,239.9,5.48438190962083,235.7,238.7,241.6
2005,"Benin",0.0889873488149019,1.0225002136336,0.271196299300136,0.0383676733888791,-0.815699255649385,-0.853346436312866,-0.711276926869609,-1.34777809592735,502.4,6.22138508270122,488.1,465.9,446.5
2006,"Niger",-0.844338756123775,-1.13766343413146,0.207590073184452,1.29849906587188,-0.581288432130398,-1.02568629890123,2.29618517561112,-1.1444021527854,307.4,5.73139764168917,310.5,302.8,298.9
2006,"Nigeria",1.39725592612235,2.28225054333739,-0.0595851244596518,-0.992841281997437,1.83836099924755,0.686343535816277,0.496352643238483,0.834637293932187,398.6,5.9904640467744,395.9,390.1,382.1
2006,"Cameroon",-0.463977686373382,-0.2400349805241,-0.867465325022283,-0.750558649778138,0.0986525478701803,1.26405204655684,-0.107462141815563,1.19031719449434,426,6.05678401322862,434,435.3,436.3
2006,"Chad",-0.884956326936149,-0.837791404088598,1.52721020780974,1.19413497705381,-0.253031292112165,-0.899672449555602,-0.339698597605581,0.214477467311006,241.5,5.49100171037754,239.9,235.7,238.7
2006,"Benin",0.12382391472546,0.737929593265136,0.242347862397774,-0.0699760178151423,-0.808309559325244,-0.817180079373326,-0.629994167343103,-1.42621007400003,500,6.21660610108486,502.4,488.1,465.9
2007,"Niger",-0.838126872386067,-1.07578594168725,0.207590073184452,1.32203688849804,-0.556709500067024,-0.988717008919837,1.80848861845208,-0.72032227134592,315.4,5.7570072358935,307.4,310.5,302.8
2007,"Nigeria",1.46491366897278,2.23168375131117,-0.0595851244596518,-1.01461594461987,1.86481935544647,0.74295753695587,0.0899388456059524,0.878413281693682,400.6,5.99545656837752,398.6,395.9,390.1
2007,"Cameroon",-0.448437690173339,-0.124908033443959,-0.867465325022283,-0.7096433333978,0.0986525478701803,1.2811736763762,-0.0494030278680585,1.3006691636431,410.7,6.02029492877586,426,434,435.3
2007,"Chad",-0.880573749983939,-1.22035528120671,1.52721020780974,1.04299944132311,-0.256354376863921,-0.893374847465368,-0.792559686396116,0.329389435184932,235.8,5.46721590300985,241.5,239.9,235.7
2007,"Benin",0.157829535469559,0.291128228423386,0.242347862397774,-0.244551732199976,-0.800650796735187,-0.780156844316193,-1.03640796497563,-1.1881781405469,486.8,6.18990548578182,500,502.4,488.1
2008,"Niger",-0.831644745655519,-1.03782588191409,0.211843838583069,1.34372258147113,-0.532726627137801,-0.952055417572241,1.61108763103057,-0.806962247123879,351.8,5.86590132413264,315.4,307.4,310.5
2008,"Nigeria",1.53479698673257,2.18909195204894,-0.243887084096356,-1.0353876357415,1.89111401487625,0.801322815251234,-0.153909432973566,1.04439723528935,402,5.99893656194668,400.6,398.6,395.9
2008,"Cameroon",-0.432130135198507,-0.0126440612526236,-1.10727235797896,-0.67054192494604,0.0986525478701803,1.29843948772733,-0.20035672413157,1.18028519729899,392.8,5.97584316620503,410.7,426,434
2008,"Chad",-0.8759645903191,-1.09234584302463,1.44452035337704,1.09761348964067,-0.259677461615676,-0.887067044595752,-1.02479614218613,0.685069335747079,237.5,5.4743693103284,235.8,241.5,239.9
2008,"Benin",0.193631124518203,0.430834326435136,0.213499425495412,-0.192152292970849,-0.792722967879214,-0.742296146032093,-1.37315082587116,-1.57851403142023,465.4,6.14504363503628,486.8,500,502.4
2009,"Niger",-0.824890297853727,-0.9832365479454,0.211843838583069,1.35730413750474,-0.509339813342729,-0.915660686396469,1.73881768171508,-0.701170276700266,377.4,5.93595183717772,351.8,315.4,307.4
2009,"Nigeria",1.60672617194632,2.09892023984232,-0.243887084096356,-1.06028321437179,1.91724497989586,0.861461375782873,-0.293251306447577,1.20034919168968,390,5.96870755998537,402,400.6,398.6
2009,"Cameroon",-0.415332320495915,-0.0424706650733981,-1.10727235797896,-0.682297077242207,0.0986525478701803,1.3158307316834,-0.386145888763584,1.41010913304684,351.6,5.86533426996377,392.8,410.7,426
2009,"Chad",-0.871088880611172,-0.903196146079849,1.44452035337704,1.16991169176371,-0.271210500596141,-0.87798405752652,-0.757724218027613,0.337597432890212,244.9,5.50492494922215,237.5,235.8,241.5
2009,"Benin",0.230275266558664,0.339921899933064,0.213499425495412,-0.219934065221535,-0.784526072875274,-0.703631703867327,-1.09446707892314,-1.70619399572459,444,6.09807428216624,465.4,486.8,500
2010,"Niger",-0.817864167405202,-0.961881029928228,0.216096870447387,1.36540601664979,-0.486549058799757,-0.879553243813065,1.37885117524055,-0.493234334833164,410.1,6.01883649390383,377.4,351.8,315.4
2010,"Nigeria",1.68089943623254,2.04318782797114,-0.428189777267358,-1.08635357550241,1.94321225050529,0.923432969268146,-0.618382344553603,1.42014113024218,363.4,5.8982521653858,390,402,400.6
2010,"Cameroon",-0.398093527408145,-0.0935489013973731,-1.34707939093564,-0.706772109062329,0.0986525478701803,1.33337618978547,-0.293251306447577,1.34170915216951,295.4,5.69170989342193,351.6,392.8,410.7
2010,"Chad",-0.86619725171965,-0.981681797338188,1.36183049894433,1.03727221095132,-0.282658021351724,-0.868250134385687,-0.920289737080626,0.571981367363217,244.8,5.50451819713193,244.9,237.5,235.8
2010,"Benin",0.267845955961127,0.276731564700287,0.184651722127349,-0.245657073061065,-0.776518670265781,-0.664142951818445,-0.955125205449129,-1.62320201892676,414.4,6.02924191144201,444,465.4,486.8
2011,"Niger",-0.810579265015458,-0.988109139741483,0.216096870447387,1.3626950937582,-0.464354363508885,-0.843756507936309,1.20467383339804,-0.325426381747433,424,6.05208916892442,410.1,377.4,351.8
2011,"Nigeria",1.75738650772524,1.91965720366415,-0.428189777267358,-1.09271481474616,1.96901582552507,0.987187401384005,-0.595158698974601,1.22406118506049,339.5,5.83041512558957,363.4,390,402
2011,"Cameroon",-0.380539074063652,-0.204272699339641,-1.34707939093564,-0.750729462759968,0.0986525478701803,1.35105660414666,0.0202679088689469,0.760765314584665,266.5,5.58911956633606,295.4,351.6,392.8
2011,"Chad",-0.861029974375393,-0.594195873842587,1.36183049894433,1.08266964338701,-0.294020023764478,-0.857822138578147,-1.04801978776514,-0.0490904590029947,228.4,5.43546720469527,244.8,244.9,237.5
2011,"Benin",0.306470227732132,0.235472140340581,0.184651722127349,-0.263379503491802,-0.76890638398468,-0.623836252629955,-0.966737028238629,-1.53200204442364,381.4,5.94646718117725,414.4,444,465.4
2012,"Niger",-0.802910779207143,-0.838679542465476,0.220350635846004,1.41236590949719,-0.442755727352164,-0.808225165697271,0.554411757185988,-0.0454424600228702,428,6.06145691892802,424,410.1,377.4
2012,"Nigeria",1.83523507353741,1.70931892945105,-0.612491736904061,-1.13483542179222,1.99465570613468,1.05274156231144,-0.548711407816597,1.0516932332496,316.2,5.75953248976069,339.5,363.4,390
2012,"Cameroon",-0.36258057197855,-0.278497710976408,-1.58688642389232,-0.781482415032984,0.0986525478701803,1.36887677342671,0.113162491184954,0.504493386230912,261.8,5.57139328661046,266.5,295.4,351.6
2012,"Chad",-0.855704100911014,-0.420856049693209,1.27914064451162,1.04146572833046,-0.305296507952351,-0.84663760270075,-1.01318431939663,-0.171298424837169,215.9,5.37943641783283,228.4,244.8,244.9
2012,"Benin",0.346124214266143,0.185104422956245,0.155803285224986,-0.285028122754855,-0.761077236726618,-0.582718146140648,-0.873842445922622,-1.80377796844292,364.5,5.90126627918983,381.4,414.4,444
2013,"Niger",-0.794979400008974,-0.877000229371251,0.220350635846004,1.39778423974426,-0.421753150329595,-0.772981923112641,0.740200921818002,-0.434866351151171,416.7,6.03476347150313,428,424,410.1
2013,"Nigeria",1.91353239986631,1.41398063078097,-0.612491736904061,-1.20397498911323,2.02013189115463,1.12009259398686,-0.479040471079592,0.877501281948652,297.8,5.69977445325866,316.2,339.5,363.4
2013,"Cameroon",-0.34413604147452,-0.327329229013999,-1.58688642389232,-0.799348109039857,0.0986525478701803,1.3868158697012,-0.235192192500073,0.767149312799883,272.7,5.61203261604663,261.8,266.5,295.4
2013,"Chad",-0.850096984609762,-0.0702570292775844,1.27914064451162,1.07435498745951,-0.316487473915342,-0.834668126188362,-0.827395154764618,-0.24334640469463,208.4,5.34424629843644,215.9,228.4,244.8
2013,"Benin",0.386709834674521,0.101353050734322,0.155803285224986,-0.311874819098889,-0.753031228373645,-0.54082340830976,-1.11769072450214,-1.70801799521465,362,5.89440283426485,364.5,381.4,414.4
2014,"Niger",-0.786898455934131,-0.816693433483094,0.22460440124462,1.3124989089605,-0.401346632559126,-0.737642457317972,0.716977276239001,-0.605410303471995,410.1,6.01883649390383,416.7,428,424
2014,"Nigeria",1.99180799093636,1.09151162856028,-0.796793696540765,-1.28591486167421,2.04544438176441,1.18925140705497,-0.560323230606098,0.961405258491517,287.7,5.66538808666889,297.8,316.2,339.5
2014,"Cameroon",-0.323679511782471,0.193137855022572,-1.82669345684899,-0.601098823976879,0.0986525478701803,1.40487809040223,0.58924722555449,0.699661331667578,274.6,5.6189505391395,272.7,261.8,266.5
2014,"Chad",-0.844285266267986,0.132446556843659,1.19645079007892,1.05193856711266,-0.327592921535505,-0.821867151847527,-0.629994167343103,-0.509650330243725,211.9,5.36082257189943,208.4,215.9,228.4
2014,"Benin",0.428598803650896,0.122578637844497,0.126955581856923,-0.326887442300244,-0.744768359043711,-0.498059380879764,-1.32670353471316,-1.35142609490747,369.5,5.91485344473614,362,364.5,381.4
2015,"Niger",-0.778497321156333,-0.528932843297868,0.22460440124462,1.29958353953607,-0.381536173922808,-0.702115233637097,1.76204132729408,-0.877186227491278,404.9,6.00610682384485,410.1,416.7,428
2015,"Nigeria",2.06891272821727,0.688387860069299,-0.796793696540765,-1.40087533072706,2.07059317678454,1.26022828861001,-0.293251306447577,0.965053257471642,283.8,5.65178717953782,287.7,297.8,316.2
2015,"Cameroon",-0.301791715222264,0.448271453188927,-1.82669345684899,-0.504570386713667,0.0986525478701803,1.42306731523391,0.345398946974972,1.14198120800768,273.4,5.61458689585173,274.6,272.7,261.8
2015,"Chad",-0.838925031711007,-0.653461639207332,1.19645079007892,0.648615433424224,-0.338612851048735,-0.808166210415986,-0.479040471079592,-0.41845035574061,214.4,5.37249676472229,211.9,208.4,215.9
2015,"Benin",0.471727734362394,0.113225777626809,0.126955581856923,-0.345937213704968,-0.736288628854764,-0.454459714740348,-1.28025624355515,-0.90272222035215,392.8,5.97584316620503,369.5,362,364.5
2016,"Niger",-0.769833025765152,-0.349539958594091,0.22460440124462,1.26029684880677,-0.36232177453859,-0.666409258579146,0.809871858555008,-0.255202401380035,389.3,5.96691567418657,404.9,410.1,416.7
2016,"Nigeria",2.14596674597239,0.382141682834776,-0.981095656177468,-1.46934162531725,2.09557827739449,1.33299653610846,-0.211968546921071,1.26601317333192,284.8,5.65529226549577,283.8,287.7,297.8
2016,"Cameroon",-0.28030134064153,0.0260885480764694,-2.06650048980567,-0.666670524147504,0.0986525478701803,1.44138751988843,0.217668896290462,1.10185321922631,270.6,5.60433039568454,273.4,274.6,272.7
2016,"Chad",-0.833470297972498,-0.563115332505345,1.11376093564621,0.580402680423377,-0.349547262101187,-0.793514097091559,-0.270027660868575,-0.5616343157105,212.9,5.36550861608836,214.4,211.9,208.4
2016,"Benin",0.515702348566553,0.0311201411144373,0.0981071449545616,-0.393101381557443,-0.727592037570907,-0.410030443746645,-1.19897348402865,-1.13528215533509,419.9,6.04239527577653,392.8,369.5,362
2017,"Niger",-0.761128813914516,-0.377518191642492,0.22460440124462,1.12840153037243,-0.343703434288523,-0.63042553123261,2.0291132514526,-1.18544214131181,367.8,5.91025449168244,389.3,404.9,410.1
2017,"Nigeria",2.22365144508109,0.154493743907447,-0.981095656177468,-1.51778314600639,2.12039968359427,1.40758386778163,-0.0958503190260621,1.46665311723877,289,5.66988092298052,284.8,283.8,287.7
2017,"Cameroon",-0.259318306034115,-0.415599267111022,-2.06650048980567,-0.828963434873749,0.0986525478701803,1.4597904387334,-0.0494030278680585,1.56423708995711,260,5.56452040732269,270.6,273.4,274.6
2017,"Chad",-0.827535886381486,0.0696177163225626,1.11376093564621,0.720241421617118,-0.360396155046707,-0.77785824612484,-0.374534065974084,-0.130258436310767,215.4,5.37712854697233,212.9,214.4,211.9
2017,"Benin",0.560300006855261,-0.0874853088964596,0.0981071449545616,-0.45455403921292,-0.718678585310089,-0.364777566037291,-1.34992718029216,-0.960178204289112,418.7,6.03954017033954,419.9,392.8,369.5
2018,"Niger",-0.752390583640967,-0.426845831038298,0.22460440124462,1.00370845068657,-0.325681153290557,-0.594172543193833,1.70398221334658,-1.12616215788478,349.8,5.86021626049803,367.8,389.3,404.9
2018,"Nigeria",2.29929017967061,-0.282874310135207,-1.16539834934847,-1.64014416423558,2.14505739302492,1.48396816767906,-0.862230623133121,1.33532515395429,291.1,5.67709620939369,289,284.8,283.8
2018,"Cameroon",-0.238231295737026,-0.616318483648246,-2.30630752276235,-0.90805082779293,0.0986525478701803,1.47833095388163,-0.246804015289574,0.998797248037795,248.8,5.52066059769148,260,270.6,273.4
2018,"Chad",-0.82130168484647,0.413708616802324,1.07227883751599,0.746344536943113,-0.371159529649397,-0.761121574625873,-0.629994167343103,0.280141448953249,223.5,5.41387570718231,215.4,212.9,214.4
2018,"Benin",0.605110130644941,-0.26833751050976,0.0692587080521993,-0.540121708023636,-0.70954827195436,-0.318707072309989,-1.09446707892314,-1.43533007145034,409.3,6.01688859944814,418.7,419.9,392.8
2019,"Niger",-0.743570326185961,-0.384198231252801,0.22460440124462,0.900990117542154,-0.308254931426741,-0.557543622690222,2.13361965655811,-1.38699408496369,332.6,5.80994267048459,349.8,367.8,389.3
2019,"Nigeria",2.37271199433407,-0.715591983323672,-1.16539834934847,-1.75857867697261,2.16955140922487,1.56213461717638,-0.97834885102813,0.929485267415427,293,5.68357976733868,291.1,289,284.8
2019,"Cameroon",-0.216462004061238,-0.629554985626986,-2.30630752276235,-0.908471142255174,0.0986525478701803,1.49695984651682,-0.211968546921071,0.992413249822576,242.5,5.49511694252264,248.8,260,270.6
2019,"Chad",-0.815126815170672,0.244882801404788,1.07227883751599,0.584486639381634,-0.381837386027206,-0.743270831283243,-0.525487762237595,0.218125466291132,216,5.37989735354046,223.5,215.4,212.9
2019,"Benin",0.649899517771137,-0.47694787357143,0.0692587080521993,-0.636688042508532,-0.700201097739619,-0.271825342423402,-1.53571634492417,-0.950146207093769,401.1,5.99670081390323,409.3,418.7,419.9
2020,"Niger",-0.734632014464529,-0.300766084363485,0.22460440124462,0.815422552650765,-0.291424768697078,-0.520484843025149,2.71421079603315,-1.61955401994663,330.8,5.80453237775634,332.6,349.8,367.8
2020,"Nigeria",2.44554690406417,-1.00510116753939,-1.34970030898517,-1.82410146349254,2.19388172865569,1.64207956128576,-0.525487762237595,1.21950118633533,304.4,5.72162239278453,293,291.1,289
2020,"Cameroon",-0.19454490012451,-0.813642044619842,-2.54611455571902,-0.978567781086777,0.0986525478701803,1.51570665045867,0.484740820448983,0.96414125772661,253.9,5.54087131138207,242.5,248.8,260
2020,"Chad",-0.808826227192933,0.354180896621259,1.07227883751599,0.519567941790879,-0.392429724062186,-0.724199576481564,0.716977276239001,0.770797311780008,208.4,5.34424629843644,216,223.5,215.4
2020,"Benin",0.694689685831254,-0.671627455147279,0.0404110046841359,-0.728420615582716,-0.690637062429967,-0.224138783023564,-1.30347988913416,-1.32224210306648,378.3,5.93832744869485,401.1,409.3,418.7
2021,"Niger",-0.725523367083036,-0.182992575745736,0.22460440124462,0.751785672506243,-0.267346879056433,-0.476324059610418,2.29618517561112,-1.71257799393981,304.2,5.7209672994103,330.8,332.6,349.8
2021,"Nigeria",2.5187461878561,-1.21755178825978,-1.34970030898517,-1.8578232723086,2.21804835485582,1.72378167130779,0.287339833027468,1.36177314656019,299.3,5.70478197498928,304.4,293,291.1
2021,"Cameroon",-0.172604866879504,-1.03756894463963,-2.54611455571902,-1.05643779242459,0.0986525478701803,1.53451976802358,0.554411757185988,0.850141289597717,262.4,5.57367378930918,253.9,242.5,248.8
2021,"Chad",-0.801776538129867,1.21889664665855,1.07227883751599,0.749998024795484,-0.402936543990233,-0.703871139055159,0.403458060922476,0.745261318919135,207,5.33753807970132,208.4,216,223.5
2021,"Benin",0.739458203932282,-0.870507002447016,0.0404110046841359,-0.814421794649443,-0.690637062429967,-0.21588737414489,-1.45443358539767,-1.15625814947081,379,5.94017125272043,378.3,401.1,409.3
